validfromdate,validfromyearweek,validtodate,personid,portfolioid,iscorporatepersonyn,dateinstroomweek,dateinstroommaand,instroomjaarweek,instroompakket,birthyear,geslacht,type,enofyn,corporateid,birthday,subtype,code,name,aantalbetaaltransacties,aantalatmtransacties,aantalpostransacties,aantalfueltransacties,lasttransaceow,pakketcategorie_x,betalenyn,saldobetalen,depositoyn,saldodeposito,flexibelsparenyn,saldoflexibelsparen,kwartaalsparenyn,saldokwartaalsparen,saldototaal,saldolangetermijnsparen,aantaltegenrekeningenlaatsteq,aantalloginsapp,aantalloginsweb,lastactivityeow,pakketcategorie_y,overstapserviceyn,betaalalertsyn,roodstandyn,saldoregulatieyn,appyn,activitystatus,accountoverlays
2014-11-10,201446,,e5f7351708cf2f6a2a7e774acb6e8dd360349bd3,a743e45a4bbba7c0a08155fd115cecaa1ed8f035,0,2014-11-16,2014-11-30,201446.0,Plus,1977.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,201501,,65a56f386eea39ac8dfa14a2bd13ad52e94933da,14a8b8598934855e134b2fe85c78feb9acab3922,0,2015-01-11,2015-01-31,201502.0,Plus,1975.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,469.0,2.0,228.0,14.0,2020-12-27,Particulier Betalend,1.0,3792.57,0.0,0.0,1.0,9699.7,0.0,0.0,13492.27,0.0,88.0,522.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,0.0,1.0,4.0,
2019-11-18,201947,,28d1343dcaefe0b538706f769bb8d7978a99621e,cc683256523d3b1d5b9cd2a1d018a37d9e2fade2,0,2019-11-24,2019-11-30,201947.0,Plus,1977.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,6.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,5971.24,0.0,0.0,0.0,0.0,0.0,0.0,5971.24,0.0,1.0,5.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,1.0,
2018-01-12,201802,,3c3e837720bcb02a41145d3320ef34683657ef16,2d6c37dc62922348951d0ec82918968991e34a0c,0,2018-01-21,2018-01-31,201803.0,Zakelijk,1965.0,Man,Corporate Portfolio,0.0,cb8c881d700215154bd038527aaf7cf89968a374,2018-01-11 00:00:00.000000,Besloten Vennootschap,6420.0,6420 - *Financiële holdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2015-12-28,201553,,f2b319f905c8a9974fd5d53a9055b8fee74927f0,fadead312e3f453dbc3e51120bf3a9ba266b090c,0,2016-01-10,2016-01-31,201601.0,Plus,1970.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,201451,,962c2a91d75a7a717e6139f6187652574213d455,276dd276533fceb26addf935a82ca45a9a7ae07d,0,2014-12-21,2014-12-31,201451.0,Plus,1961.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-25,201413,,25ec36b553313852c4ac3747261ece66d415a3ec,5171b97ac6c5f21410e4a90c6f800f4f0a3564df,0,2014-03-30,2014-03-31,201413.0,Plus,1963.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-13,201433,,3f00b4341386462d3b8eb340f0097111a2661a05,fbab1e87c5aa405c507cf01821a24958c48dd3e6,0,2014-08-24,2014-08-31,201434.0,Plus,1969.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,13.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,7.03,0.0,2.0,7.0,9.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,1.0,
2017-08-06,201731,,aab167813e380d6f272a20ee4fe27db3495212ff,c0975aa96ab199e4792dd5da7373c047ff62648d,0,2017-08-13,2017-08-31,201732.0,Zakelijk,1984.0,Man,Corporate Portfolio,0.0,db87276e51b6776d091b5b09a2bfd228f2e5da10,2006-01-20 00:00:00.000000,Vennootschap onder firma,6201.0,"6201 - Ontwikkelen, produceren en uitgeven van software",242.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,13077.82,0.0,0.0,1.0,2863.75,0.0,0.0,15941.57,0.0,38.0,28.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,2.0
2017-09-06,201736,,7fbf5388d5f0d4a5c6028e25d978c33c151a86ee,e109a7bfbe058daca53e58265f33588a0eb38d4c,0,2017-09-10,2017-09-30,201736.0,Zakelijk,1980.0,Man,Corporate Portfolio,0.0,21797a37a22156942e04d6126c696fa1d257a936,2017-08-21 00:00:00.000000,Eenmanszaak,70221.0,70221 - Organisatie-adviesbureaus,78.0,0.0,12.0,0.0,2020-12-27,Zakelijk pakket,1.0,23468.45,0.0,0.0,0.0,0.0,1.0,57779.06,81247.51,57779.06,21.0,56.0,5.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,1.0
2017-10-28,201743,,bb8b66aae1f9d93225e72c1fe62488d98431811f,473beea11a0476bb0b828b96704ab5557775030c,0,2017-11-19,2017-11-30,201746.0,Plus,1967.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,202043,,af723b959e8a2970e03b00d091d839ffe5d76693,7fcdb3f19ea95834f41e179efe43046f3504d3bf,0,2020-10-25,2020-10-31,202043.0,Zakelijk,1995.0,Man,Corporate Portfolio,0.0,cd1688609b265edb4c58ed31419bd26da50347b2,2020-10-26 00:00:00.000000,Eenmanszaak,3324.0,3324 - Installatie van elektrische apparatuur,11.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,5.46,0.0,0.0,0.0,0.0,0.0,0.0,5.46,0.0,8.0,,,,,,,,,,,
2018-10-08,201841,,9178292592ede14c31c52c53647c1ea635447915,0fd053319f64e909c016028b2f6fb54a39f2034b,0,2018-10-14,2018-10-31,201841.0,Zakelijk,1997.0,Man,Corporate Portfolio,0.0,76298b52eeca1eabf7835cf513532d351c332ae4,2018-06-04 00:00:00.000000,Eenmanszaak,5920.0,5920 - Maken en uitgeven van geluidsopnamen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,201451,,db1a8016f67d1c2719d39dc1ebd96b161729a163,a11ec45b66614ca47e1cb431ced2acace2bbbcda,0,2014-12-21,2014-12-31,201451.0,Plus,1968.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,307.0,6.0,328.0,0.0,2020-12-27,Particulier Betalend,1.0,3638.2,0.0,0.0,1.0,1900.24,1.0,15150.45,20688.89,15150.45,49.0,78.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,1.0,1.0,1.0,4.0,
2020-03-08,202010,,64224fa7209b607a48750c8133c446594abb9564,fbc29f5c70c5dfd2d565382dbd5ae66e55b87642,0,2020-03-08,2020-03-31,202010.0,Plus,1965.0,Vrouwen,Private Portfolio,1.0,,,,,,3.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,1.0,
2019-01-26,201904,,3fca5e526f09ed0fa1884b67cf06b0fe05407996,30dcdf9773fa0a777d7e1e829e1ffac56422c687,0,2019-02-10,2019-02-28,201906.0,Zakelijk,1998.0,Mannen,Corporate Portfolio,0.0,6baf9394887dbd5f96402080abccdd8043970304,2019-01-17 00:00:00.000000,Vennootschap onder firma,6311.0,"6311 - Gegevensverwerking, webhosting en aanverwante activiteiten",48.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,9548.91,0.0,0.0,1.0,1908.0,1.0,1160.32,12617.23,1160.32,15.0,119.0,8.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,1.0
2015-05-04,201519,,921c33445ad9fed04cadd17c14a72a3ebdc58b50,b8fe74183d57ba1f206dd6d537e9cdb00f0fc127,0,2015-05-10,2015-05-31,201519.0,Zakelijk,1974.0,Vrouw,Corporate Portfolio,0.0,5589a807f15ed7044c1be859e34dfd014a34797a,2015-05-01 00:00:00.000000,Eenmanszaak,74201.0,74201 - Fotografie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-18,201838,,3b3a1f8809f0b03c808c54a5dd0d9b295030ecbf,593ef811bb438daffdca39b70dcb9a58a5b299b8,0,2018-09-23,2018-09-30,201838.0,Zakelijk,1982.0,Man,Corporate Portfolio,0.0,e399e4a6601725964b232139e40e8f5b9333a18b,2018-09-01 00:00:00.000000,Eenmanszaak,85519.0,85519 - Overig sport- en recreatieonderwijs,86.0,0.0,2.0,0.0,2020-12-27,Zakelijk pakket,1.0,2160.49,0.0,0.0,1.0,1200.0,1.0,893.09,4253.58,893.09,23.0,126.0,0.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,1.0
2016-09-26,201639,,0470f5a581d9fc31004ab24eaf49e0cc52d28402,bd159d3c3e046c8d0ee515160fd119e7355c5930,0,2016-10-02,2016-09-30,201639.0,Plus,1989.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,137.0,0.0,98.0,0.0,2020-12-27,Particulier Betalend,1.0,377.76,0.0,0.0,0.0,0.0,1.0,1305.22,1682.98,1305.22,34.0,129.0,1.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,0.0,1.0,4.0,
2016-11-27,201647,,f6dc4c25a7ece040ade05600fd3fc98cab2c6273,54cc9dcec2c11c94e66107e1fdbe6393aca1ad62,0,2016-12-04,2016-11-30,201648.0,Zakelijk,1986.0,Man,Corporate Portfolio,0.0,2309f1215de1664aa4282d50ef65efb88dac4a4f,2016-06-17 00:00:00.000000,Besloten Vennootschap,6420.0,6420 - *Financiële holdings,48.0,0.0,2.0,0.0,2020-12-27,Zakelijk pakket,1.0,44080.57,0.0,0.0,0.0,0.0,1.0,26.48,44107.05,26.48,20.0,50.0,6.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,1.0
2016-02-23,201608,,8c0f74e069043880303a9a1a4eff37c24a44975e,006006ac8d4fc75624ff99c299765343803d5c45,0,2016-02-28,2016-02-29,201608.0,Plus,1932.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-10,201606,,5b1c3e8fa7a1db3f711d2e9919977c9bb18003b3,2dd3efe07b7ea15a0b10e2000f4692dd617a2c7e,0,2016-02-14,2016-02-29,201606.0,Plus,1933.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,201625,,f6dc4c25a7ece040ade05600fd3fc98cab2c6273,4b590f935e31a151cd442afc52859babe591ad8a,0,2017-06-11,2017-06-30,201723.0,Plus,1986.0,Man,Private Portfolio,0.0,,,,,,17.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,3360.51,0.0,0.0,1.0,128.21,0.0,0.0,3488.72,0.0,3.0,50.0,6.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,3.0,
2017-04-14,201715,,9cf8cdc564ff476b55d8950339e6fb284e4bf5c4,951a4c770e6c3595f16ba467f6db50561b47199f,0,2017-04-23,2017-04-30,201716.0,Zakelijk,1975.0,Vrouw,Corporate Portfolio,0.0,19845f08404bdb5d86d6e966ab8c04796a3ba0a5,2015-10-01 00:00:00.000000,Eenmanszaak,85522.0,85522 - Kunstzinnige vorming van amateurs (geen dansscholen),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-11,201737,,8d961cf91748b884f369e2432af36845baa3c6c6,3f4f8281431ada593a744274910eb82468f3fc98,0,2017-09-17,2017-09-30,201737.0,Zakelijk,1962.0,Man,Corporate Portfolio,0.0,b7fea26fde54fc3ab6298b630ec215b5a2b75b04,2017-09-18 00:00:00.000000,Eenmanszaak,70221.0,70221 - Organisatie-adviesbureaus,37.0,0.0,10.0,0.0,2020-12-27,Zakelijk pakket,1.0,6479.96,0.0,0.0,1.0,46493.86,0.0,0.0,52973.82,0.0,11.0,100.0,0.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2019-03-25,201913,,74b58c1e659077fac73cb6f1cdd0eb7243a96ca9,daa76cd1ba231f6862c5260bd6df3b1d0aced4d0,0,2019-03-31,2019-03-31,201913.0,Plus,1994.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,92.0,0.0,94.0,0.0,2020-12-27,Particulier Betalend,1.0,302.86,0.0,0.0,1.0,100.0,1.0,100.0,502.86,100.0,10.0,93.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,3.0,
2018-08-13,201833,,e4a26ecc6977024699cca1b4bb975035c0d59beb,324a3b6d7ad02233ab9425378916303329714c1c,0,2018-08-19,2018-08-31,201833.0,Plus,1960.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,201908,,006dfaa01d33a2c310e6632b317796a7bd39e87c,84d0d253aa07a1fd86637bbe88015806d75d73fa,0,2019-02-24,2019-02-28,201908.0,Zakelijk,1966.0,Man,Corporate Portfolio,0.0,507e871cd63ff074e797072d7b05f748eb43bf52,2019-02-18 00:00:00.000000,Besloten Vennootschap,52291.0,"52291 - Expediteurs, cargadoors, bevrachters en andere tussenpersonen in het goederenvervoer",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2018-03-14,201811,,bd1a906359ea1fcb9320b7b349f30ce722809331,8249491937365b29e9bd3ff3f42b6573f96ece17,0,2018-03-18,2018-03-31,201811.0,Plus,1969.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10,202015,,131732dab79547c329b3e9e169dd7d6609e921a2,6920ca48a07dc9e7e8ed44a0fc594738754895d7,0,2020-04-12,2020-04-30,202015.0,Plus,1989.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,202023,,f3c3efa8e1dac2fadc37bc8dc0236941d922ffdf,a4be817ef1aa36a3676da70f84b56028652df4a1,0,2020-06-07,2020-06-30,202023.0,Plus,1992.0,Mannen,Private Portfolio,1.0,,,,,,12.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,2.0,7.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,1.0,
2016-02-16,201607,,11d987d013a6766d1a76fc1663b04987a595d004,15baac598f2845a2290271dc87f4722fe94a77fa,0,2016-02-21,2016-02-29,201607.0,Plus,1952.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,152.0,4.0,78.0,4.0,2020-12-27,Particulier Betalend,1.0,2366.53,0.0,0.0,1.0,27753.21,1.0,114857.91,144977.65,114857.91,44.0,110.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,1.0,1.0,4.0,
2015-04-04,201514,,efff9bb33fa251bae1c286d789b8e3a4aeb374bc,a3e0c6fb234b97cd3ddf9366985e255800f78869,0,2015-04-12,2015-04-30,201515.0,Zakelijk,1980.0,Man,Corporate Portfolio,0.0,334ca804ed879c880ff863d167faf5bfee85fa8d,2010-01-01 00:00:00.000000,Eenmanszaak,6202.0,6202 - Advisering op het gebied van informatietechnologie,124.0,0.0,18.0,0.0,2020-12-27,Zakelijk pakket,1.0,516.72,0.0,0.0,1.0,0.0,0.0,0.0,516.72,0.0,41.0,146.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2018-06-28,201826,,9af21182cf69df1e3cf1476c2c2f457164bc5ddf,ebd724153ad08019f06b7881c9795f79b37e8789,0,2018-07-01,2018-06-30,201826.0,Zakelijk,1993.0,Vrouw,Corporate Portfolio,0.0,e3a9fa6fed73dc244a22d5f3b4241faadc2cdd00,2018-07-01 00:00:00.000000,Eenmanszaak,9002.0,9002 - Dienstverlening voor uitvoerende kunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2014-08-23,201434,,fe576a823ae9d819d04c22d7f5ed39e780a89491,0c91cb3f9092145ec316178d1cbe11e0999d948b,0,2014-08-24,2014-08-31,201434.0,Basis,1976.0,Vrouw,Private Portfolio,0.0,,,,,,25.0,0.0,0.0,0.0,2020-12-27,Knab Basis,1.0,0.22,0.0,0.0,1.0,56760.68,0.0,0.0,56760.9,0.0,3.0,22.0,0.0,2020-12-27,Knab Basis,0.0,1.0,0.0,0.0,1.0,3.0,
2019-12-09,201950,,ee5629371e564c6a392bb927268101e65ce42529,997601a455e983bec965e159a265eb77681bda39,0,2019-12-15,2019-12-31,201950.0,Zakelijk,1974.0,Man,Corporate Portfolio,0.0,22388c40e492b0910093e770f414e86627d727b5,2019-10-01 00:00:00.000000,Eenmanszaak,70221.0,70221 - Organisatie-adviesbureaus,19.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,34509.81,0.0,0.0,0.0,0.0,0.0,0.0,34509.81,0.0,5.0,20.0,0.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,3.0,
2015-10-25,201543,,5ac2cd19ad6bffb7797d1b0117bfb9d9cf01b494,7751c75e347f504ba7aa1e01809a85a3a883fe4a,0,2015-11-15,2015-11-30,201546.0,Plus,1958.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-28,201439,,b4c63f32290859e1d9e927ac2a723a21cfaa0dde,31e41901bf1a8b0fa1898e31c4e88881206cb70d,0,2014-10-05,2014-10-31,201440.0,Basis,1956.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-30,201501,,14c69e7a96d47cdb43cbf14ef97f8dc221856189,d7b63fa53513d9869f567044995f03404fffe14a,0,2015-01-04,2015-01-31,201501.0,Zakelijk,1964.0,Man,Corporate Portfolio,0.0,bf007fb167cc0b5a2be0198db137a5b0fed010cb,2012-11-15 00:00:00.000000,Besloten Vennootschap,64303.0,64303 - Beleggingsinstellingen met beperkte toetreding,15.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,80.08,0.0,0.0,1.0,30000.0,0.0,0.0,30080.08,0.0,4.0,0.0,0.0,2020-12-07,Zakelijk pakket,1.0,1.0,0.0,1.0,1.0,3.0,
2017-11-26,201747,,b78ec63cd40cbcc2e9841836d3fc226a5725bc4c,da7d99fb2b0cd781756d11863ad75b4bb2949200,0,2017-12-10,2017-12-31,201749.0,Zakelijk,1980.0,Vrouw,Corporate Portfolio,0.0,d7113bed328a6d532a946fad926a709f345df99d,2013-02-18 00:00:00.000000,Eenmanszaak,85599.0,"85599 - Studiebegeleiding, vorming en onderwijs n.e.g.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-12,201420,,9755625ba3a218aec0bfeef84d329f3401683907,3837ef207ca40220b3c9e4e9bcf80b36e88d7411,0,2014-05-18,2014-05-31,201420.0,Plus,1950.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,159.0,0.0,88.0,2.0,2020-12-27,Particulier Betalend,1.0,1687.1,0.0,0.0,1.0,0.0,1.0,38309.91,39997.01,38309.91,41.0,94.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,1.0,1.0,4.0,
2016-09-14,201637,,7f2c1219ddfd2a16e228e261b66f86b68c90450d,64ccaa646a167c083eafa7e4e9d03ea498f7454b,0,2016-09-18,2016-09-30,201637.0,Premium,1965.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-26,201448,,caa4c4b8fa1d611889bdb7a99d16887c22b70c8f,9136bc4b77392feb5e73d9a470ad8fa18aefd605,0,2014-11-30,2014-11-30,201448.0,Plus,1986.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,277.0,4.0,132.0,0.0,2020-12-27,Particulier Betalend,1.0,1437.68,0.0,0.0,1.0,31563.17,0.0,0.0,33000.85,0.0,32.0,483.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,0.0,1.0,4.0,
2014-05-31,201422,,b15947e343c5044472a595e545fd05a5f85df525,58aaabf08fba7168028d95b7f58449f3263711fd,0,2014-06-01,2014-06-30,201422.0,Basis,1986.0,Vrouw,Private Portfolio,0.0,,,,,,6.0,0.0,0.0,0.0,2020-12-27,Knab Basis,1.0,0.0,0.0,0.0,1.0,2295.66,0.0,0.0,2295.66,0.0,1.0,38.0,0.0,2020-12-27,Knab Basis,0.0,1.0,0.0,0.0,1.0,2.0,
2015-02-15,201507,,ba2be49c1508c1239f9ce547ac9bdc875f0562ea,054850e7357d1b69c767182cc59c6e373e1ad33b,0,2015-02-22,2015-02-28,201508.0,Zakelijk,1962.0,Man,Corporate Portfolio,0.0,9a550345ae211ba69e4281321465d0a339703ff3,2010-05-01 00:00:00.000000,Eenmanszaak,90012.0,90012 - Producenten van podiumkunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-18,201542,,a44b1941964388e5d0ffdd28d6ca2f7c244eeec9,ca3c46572a526c40fcb28c87082d9b7466af1ef2,0,2015-10-25,2015-10-31,201543.0,Zakelijk,1968.0,Vrouw,Corporate Portfolio,0.0,7372f2b5e557005aa1aca953abea73f76896d3cb,2015-08-27 00:00:00.000000,Eenmanszaak,86913.0,86913 - Praktijken van psychotherapeuten en psychologen,200.0,0.0,10.0,0.0,2020-12-27,Zakelijk pakket,1.0,14576.02,0.0,0.0,1.0,0.01,1.0,174959.59,189535.62,174959.59,54.0,164.0,4.0,2020-12-27,Zakelijk pakket,0.0,1.0,1.0,1.0,1.0,4.0,
2016-04-25,201617,,2811bb32371351d2fc7de778f8039373e0fba039,c65af208951d489d7143edb65a74f6afb9447a52,0,2016-05-01,2016-04-30,201617.0,Zakelijk,1968.0,Man,Corporate Portfolio,0.0,68d3c5da26e825ad118330f837fffc4b7834e68b,2016-04-22 00:00:00.000000,Besloten Vennootschap,6420.0,6420 - *Financiële holdings,115.0,0.0,108.0,0.0,2020-12-27,Zakelijk pakket,1.0,3905.1,0.0,0.0,1.0,3539.68,0.0,0.0,7444.78,0.0,17.0,30.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2017-09-11,201737,,8d961cf91748b884f369e2432af36845baa3c6c6,9e2e5d28f234230c0eacd8ab92121190c5b6217a,0,2018-03-18,2018-03-31,201811.0,Plus,1962.0,Man,Private Portfolio,0.0,,,,,,126.0,4.0,90.0,0.0,2020-12-27,Particulier Betalend,1.0,6280.47,0.0,0.0,1.0,16744.38,0.0,0.0,23024.85,0.0,31.0,100.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,0.0,1.0,4.0,
2014-12-21,201451,,015b3dcf110fae04f4c4af94fff7975fcc41e16d,58a0837d27d1a84876967b767eac32eade50d52e,0,2014-12-28,2014-12-31,201452.0,Plus,1948.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,21.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,7586.13,0.0,0.0,1.0,11500.0,1.0,41000.0,60086.13,41000.0,4.0,5.0,2.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,3.0,
2020-11-03,202045,,d55fbf1cb63466c94f8a5fb3ed0d7f1443f2229c,55c2e0ae58f6875e1df9551186fb31f2076888cd,0,2020-11-08,2020-11-30,202045.0,Zakelijk,1983.0,Man,Corporate Portfolio,0.0,409e78c23b304483ee51709ff0eb26c99696c212,2020-10-30 00:00:00.000000,Eenmanszaak,4332.0,4332 - Bouwtimmeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2017-07-16,201728,,ae128cb56623af4a74f89b188b961cca3886d67f,097a2a87d61d745bde64aefbba89fa160d376ce2,0,2017-07-23,2017-07-31,201729.0,Plus,1955.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,10.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,710.17,0.0,0.0,1.0,20213.73,1.0,0.01,20923.91,0.01,1.0,4.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,2.0,
2018-08-18,201833,,1665acb050818fd4d6e76d689a41f7688bcbd7f6,deb41c5225abdcf19bff9e1c730294a923dfa7ef,0,2018-08-26,2018-08-31,201834.0,Plus,1991.0,Man,Private Portfolio,0.0,,,,,,60.0,0.0,38.0,2.0,2020-12-27,Particulier Betalend,1.0,69.73,0.0,0.0,1.0,1.21,0.0,0.0,70.94,0.0,11.0,54.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,0.0,1.0,3.0,
2016-06-01,201622,,8840ee6985b22c7353fa0d73014335341d206a0b,ced670629452b8fc64d3091c306b370519b6c33f,0,2016-06-05,2016-06-30,201622.0,Zakelijk,1975.0,Vrouw,Corporate Portfolio,0.0,f3905df0700dd69628dd9a6a05afeaa20f3e2327,2016-06-01 00:00:00.000000,Eenmanszaak,69101.0,"69101 - * Advocatenkantoren, bewindvoerders en curatoren",43.0,0.0,10.0,0.0,2020-12-27,Zakelijk pakket,1.0,25440.81,0.0,0.0,1.0,6261.8,0.0,0.0,31702.61,0.0,21.0,38.0,0.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2015-06-19,201525,,8307ba63a5b27a91d0ca99f3221f6f08f3510f7a,7cb0965eb88f77652e7b31695e5475049e458990,0,2015-06-28,2015-06-30,201526.0,Zakelijk,1971.0,Man,Corporate Portfolio,0.0,29b2d2127bba1d3f2bd9ea6c8107596711b8f76e,2003-09-26 00:00:00.000000,Besloten Vennootschap,70102.0,70102 - Holdings (geen financiële),5.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,-6.0,0.0,0.0,0.0,0.0,1.0,145924.39,145918.39,145924.39,0.0,0.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,0.0,2.0,
2015-02-18,201508,,06317d2aba1acd505c0e02d4dc54f8e6a40845ff,20116db8e2bb31bf879f30a191ee3fda23136194,0,2015-02-22,2015-02-28,201508.0,Plus,1973.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,3.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,20.44,0.0,0.0,0.0,0.0,1.0,80808.75,80829.19,80808.75,0.0,5.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,2.0,
2014-11-13,201446,,b7c730c924eec2a9ce5c775b7a53563bda58bcf3,972d78560ff80580c27be656cde518f331659c46,0,2014-11-16,2014-11-30,201446.0,Basis,1983.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-14,202051,,fef37cb6e8aec9420cde55c7c598fb9624f9ad5d,82ab16f239d01e8dfeac37ead1b1a854cb102449,0,2020-12-20,,202051.0,Zakelijk,1982.0,Vrouw,Corporate Portfolio,0.0,2a0878a46937d80425641210f3414c61836dad90,2020-11-12 00:00:00.000000,Eenmanszaak,96021.0,96021 - Haarverzorging,,,,,,,,,,,,,,,,,,,,,,,,,,,,
